Default_ID,Loan_ID,Customer_ID,Default_Date,Default_Amount,Default_Reason,Recovery_Status,Recovery_Amount,Legal_Action
D004844,L012990,C012990,2022-02-23,77137,Job Loss,Partial,0,No
D004845,L015640,C015640,2024-01-31,96420,Business Failure,Partial,0,Yes
D004846,L010500,C010500,2022-08-05,41751,Medical Emergency,Full,44206,Yes
D004847,L014164,C014164,2024-08-10,61532,Business Failure,Full,0,No
D004848,L001962,C001962,2022-06-21,52036,Medical Emergency,None,0,No
D004849,L044899,C044899,2021-06-02,23023,Job Loss,None,0,Yes
D004850,L052811,C052811,2023-03-05,56705,Business Failure,None,28073,Yes
D004851,L030598,C030598,2021-09-21,90682,Job Loss,Full,19672,No
D004852,L070163,C070163,2024-11-19,11271,Business Failure,None,0,No
D004853,L069350,C069350,2024-05-31,12745,Job Loss,Partial,48250,No
D004854,L059316,C059316,2023-07-19,14322,Other,None,47870,Yes
D004855,L048279,C048279,2022-05-30,72522,Other,None,0,Yes
D004856,L010854,C010854,2021-12-10,83493,Business Failure,Partial,0,No
D004857,L006057,C006057,2022-07-11,70409,Medical Emergency,None,46663,No
D004858,L041287,C041287,2023-02-15,48300,Other,Full,0,Yes
D004859,L020242,C020242,2023-01-29,98410,Other,Full,0,No
D004860,L037733,C037733,2024-07-16,7502,Medical Emergency,Full,0,No
D004861,L083613,C083613,2021-06-06,31432,Other,Partial,0,No
D004862,L003982,C003982,2021-04-19,43422,Medical Emergency,Partial,0,No
D004863,L023508,C023508,2022-06-23,12039,Medical Emergency,Partial,0,No
D004864,L085765,C085765,2024-03-30,67217,Business Failure,Full,0,No
D004865,L018583,C018583,2021-12-24,99112,Business Failure,Full,0,Yes
D004866,L075606,C075606,2022-04-30,81690,Medical Emergency,Full,29170,Yes
D004867,L067206,C067206,2024-07-24,81763,Other,Partial,24260,Yes
D004868,L047278,C047278,2022-09-11,79602,Medical Emergency,Full,2963,No
D004869,L046695,C046695,2023-08-16,75649,Job Loss,None,0,Yes
D004870,L064789,C064789,2022-08-02,70245,Other,None,0,No
D004871,L089635,C089635,2022-08-11,13958,Medical Emergency,None,0,Yes
D004872,L002906,C002906,2022-11-28,66067,Other,None,9490,Yes
D004873,L038166,C038166,2021-03-14,80005,Business Failure,Full,7972,No
D004874,L042662,C042662,2023-12-26,98327,Job Loss,Partial,14137,No
D004875,L088595,C088595,2024-04-02,79719,Job Loss,None,0,No
D004876,L088891,C088891,2021-12-09,98740,Business Failure,Full,0,Yes
D004877,L014647,C014647,2023-11-01,65510,Job Loss,Partial,10152,No
D004878,L011657,C011657,2024-03-30,6828,Other,None,0,Yes
D004879,L061304,C061304,2021-01-23,82337,Business Failure,Partial,0,No
D004880,L054017,C054017,2024-09-30,62592,Other,None,0,No
D004881,L053687,C053687,2022-01-05,31933,Medical Emergency,Partial,0,Yes
D004882,L060520,C060520,2022-09-13,92777,Business Failure,Partial,9070,Yes
D004883,L025399,C025399,2021-11-30,85987,Job Loss,Full,2468,Yes
D004884,L089061,C089061,2022-02-05,43982,Job Loss,None,3196,No
D004885,L084665,C084665,2021-08-21,79522,Business Failure,Full,0,Yes
D004886,L043992,C043992,2022-12-06,89934,Business Failure,None,0,No
D004887,L050846,C050846,2021-11-20,63166,Other,Partial,35091,No
D004888,L030645,C030645,2021-03-24,75205,Other,Full,32365,Yes
D004889,L013195,C013195,2022-01-19,8770,Other,Full,36622,Yes
D004890,L048974,C048974,2024-09-09,16584,Medical Emergency,Full,2549,No
D004891,L023023,C023023,2023-05-27,62955,Business Failure,None,4272,Yes
D004892,L015745,C015745,2022-09-27,74912,Job Loss,Full,44279,No
D004893,L027936,C027936,2024-09-03,7611,Medical Emergency,Full,0,Yes
D004894,L059420,C059420,2022-12-17,53385,Job Loss,None,23987,Yes
D004895,L057980,C057980,2023-06-09,22459,Business Failure,Full,0,Yes
D004896,L006631,C006631,2024-11-16,37376,Other,Full,0,Yes
D004897,L049461,C049461,2023-04-05,99802,Medical Emergency,Full,0,No
D004898,L059084,C059084,2023-08-06,85610,Job Loss,Partial,32851,Yes
D004899,L073927,C073927,2024-05-02,9821,Job Loss,None,44646,No
D004900,L049865,C049865,2023-07-19,91142,Medical Emergency,Full,0,Yes
D004901,L057051,C057051,2024-07-27,59414,Business Failure,Partial,48251,No
D004902,L007742,C007742,2022-09-24,98322,Job Loss,None,0,No
D004903,L015715,C015715,2022-09-20,59043,Job Loss,Full,0,No
D004904,L068193,C068193,2024-03-29,29692,Medical Emergency,Full,0,No
D004905,L030616,C030616,2021-03-10,95217,Job Loss,Full,42626,No
D004906,L004806,C004806,2024-06-04,27248,Medical Emergency,Full,0,No
D004907,L018677,C018677,2023-04-16,87692,Other,Full,0,No
D004908,L015235,C015235,2022-01-20,70272,Other,Partial,0,Yes
D004909,L086835,C086835,2022-07-02,62262,Medical Emergency,None,24745,No
D004910,L080900,C080900,2022-08-17,58149,Other,Full,46372,No
D004911,L060116,C060116,2021-08-16,34553,Medical Emergency,None,0,Yes
D004912,L030068,C030068,2023-08-26,42351,Medical Emergency,Partial,0,Yes
D004913,L010937,C010937,2024-04-26,17482,Other,Partial,0,No
D004914,L028497,C028497,2023-11-21,66333,Other,None,46231,No
D004915,L047872,C047872,2023-08-13,5800,Business Failure,None,26651,No
D004916,L051132,C051132,2021-02-27,70134,Other,None,0,Yes
D004917,L059498,C059498,2023-11-07,57845,Job Loss,Partial,15178,No
D004918,L042289,C042289,2024-02-29,83372,Other,Full,0,No
D004919,L028026,C028026,2021-10-31,54555,Business Failure,None,15832,Yes
D004920,L075355,C075355,2021-03-30,24634,Other,None,0,No
D004921,L082551,C082551,2023-02-16,34873,Medical Emergency,Full,0,Yes
D004922,L078488,C078488,2023-10-14,55950,Job Loss,Partial,12299,Yes
D004923,L078568,C078568,2021-01-05,67295,Other,Partial,0,Yes
D004924,L057718,C057718,2023-01-16,89704,Business Failure,None,30138,Yes
D004925,L081037,C081037,2023-09-13,67309,Medical Emergency,Partial,0,No
D004926,L007228,C007228,2021-09-14,5436,Medical Emergency,Partial,0,No
D004927,L021548,C021548,2024-09-25,61781,Job Loss,Partial,14366,No
D004928,L049775,C049775,2022-06-21,35418,Business Failure,Partial,0,No
D004929,L037870,C037870,2022-11-02,84564,Job Loss,Partial,29382,No
D004930,L077947,C077947,2022-09-28,17595,Business Failure,None,20230,Yes
D004931,L002484,C002484,2022-07-22,71882,Job Loss,Partial,11401,No
D004932,L075671,C075671,2021-01-29,9119,Business Failure,Partial,11194,Yes
D004933,L025441,C025441,2021-03-12,68175,Medical Emergency,Partial,28107,Yes
D004934,L060740,C060740,2024-11-30,17383,Job Loss,Full,29870,No
D004935,L011573,C011573,2023-04-18,53277,Medical Emergency,Partial,0,Yes
D004936,L062376,C062376,2023-03-10,48825,Other,Partial,44223,Yes
D004937,L048518,C048518,2021-06-08,55255,Business Failure,None,19834,No
D004938,L021780,C021780,2023-09-26,71133,Business Failure,None,0,Yes
D004939,L072755,C072755,2021-07-10,5191,Business Failure,Full,5628,Yes
D004940,L089449,C089449,2024-06-07,83064,Job Loss,Full,6105,No
D004941,L040873,C040873,2022-01-24,28565,Business Failure,Full,40295,Yes
D004942,L071205,C071205,2023-10-17,29182,Business Failure,None,42282,No
D004943,L041317,C041317,2021-09-20,75457,Job Loss,None,2095,Yes
D004944,L029996,C029996,2021-09-27,6339,Medical Emergency,None,32901,No
D004945,L041789,C041789,2023-01-01,18997,Job Loss,None,12747,Yes
D004946,L044037,C044037,2021-05-13,23019,Other,Full,0,No
D004947,L086932,C086932,2021-10-22,86758,Other,Full,0,Yes
D004948,L061427,C061427,2023-02-02,98144,Business Failure,None,35094,Yes
D004949,L015425,C015425,2022-05-18,42925,Job Loss,Partial,40975,No
D004950,L015647,C015647,2021-04-13,98300,Other,None,0,Yes
D004951,L070053,C070053,2023-09-29,45513,Business Failure,Partial,0,Yes
D004952,L040058,C040058,2024-05-29,99837,Other,Partial,41117,Yes
D004953,L031425,C031425,2023-11-13,39730,Job Loss,Full,16122,Yes
D004954,L010458,C010458,2022-03-28,23164,Medical Emergency,Full,44737,Yes
D004955,L020145,C020145,2022-06-07,54164,Other,Full,0,No
D004956,L031014,C031014,2023-07-25,83968,Other,Full,13315,Yes
D004957,L078017,C078017,2024-02-20,53636,Business Failure,None,34513,Yes
D004958,L057780,C057780,2021-10-20,96966,Job Loss,Full,0,Yes
D004959,L085970,C085970,2023-01-29,96409,Business Failure,Partial,13017,Yes
D004960,L060291,C060291,2023-11-06,6451,Other,Partial,25724,Yes
D004961,L012067,C012067,2021-10-08,46894,Job Loss,Partial,24386,No
D004962,L043439,C043439,2022-11-04,83802,Other,None,38832,No
D004963,L043759,C043759,2023-07-13,17346,Job Loss,None,0,Yes
D004964,L000701,C000701,2021-05-13,60275,Other,Full,43388,No
D004965,L072438,C072438,2023-01-14,83226,Business Failure,Partial,0,Yes
D004966,L061464,C061464,2024-03-26,58421,Business Failure,None,12551,Yes
D004967,L015957,C015957,2023-04-24,56747,Job Loss,Partial,6243,Yes
D004968,L043506,C043506,2024-03-11,94021,Business Failure,None,0,No
D004969,L006061,C006061,2024-05-31,29312,Job Loss,Full,1090,Yes
D004970,L040523,C040523,2022-07-03,68663,Business Failure,Partial,0,No
D004971,L064571,C064571,2024-08-21,59004,Business Failure,Partial,0,No
D004972,L076527,C076527,2024-08-30,68923,Medical Emergency,Full,9717,Yes
D004973,L036328,C036328,2022-08-15,18318,Other,Full,18954,No
D004974,L050350,C050350,2022-08-03,84498,Business Failure,Partial,0,Yes
D004975,L044863,C044863,2022-01-29,66758,Business Failure,Full,0,Yes
D004976,L088510,C088510,2021-07-27,88745,Job Loss,Partial,0,Yes
D004977,L044314,C044314,2024-01-05,67593,Other,None,44483,Yes
D004978,L078336,C078336,2022-03-29,25867,Other,Partial,0,No
D004979,L012875,C012875,2021-05-10,47759,Other,None,9952,Yes
D004980,L086679,C086679,2024-09-18,9334,Business Failure,Full,29611,No
D004981,L009778,C009778,2021-12-07,17228,Business Failure,None,3856,Yes
D004982,L004099,C004099,2023-02-14,83880,Job Loss,None,0,Yes
D004983,L065244,C065244,2022-05-01,39631,Medical Emergency,None,21337,Yes
D004984,L031953,C031953,2022-10-22,33875,Business Failure,None,0,No
D004985,L028661,C028661,2021-05-20,42584,Other,Partial,0,No
D004986,L077513,C077513,2021-03-06,70540,Medical Emergency,Partial,41894,No
D004987,L071178,C071178,2024-06-06,51446,Other,Partial,0,Yes
D004988,L064430,C064430,2024-10-22,51213,Business Failure,None,8661,No
D004989,L012760,C012760,2021-08-09,23135,Other,Full,0,Yes
D004990,L032522,C032522,2021-09-25,48082,Medical Emergency,Full,0,No
D004991,L018410,C018410,2022-06-30,60210,Business Failure,Partial,43689,Yes
D004992,L035371,C035371,2021-08-16,22440,Other,None,27945,Yes
D004993,L000489,C000489,2024-08-12,52666,Business Failure,Full,0,Yes
D004994,L051115,C051115,2024-05-30,93979,Business Failure,None,0,Yes
D004995,L084098,C084098,2021-08-14,5288,Job Loss,None,30216,No
D004996,L065421,C065421,2023-10-03,64761,Other,Full,28130,Yes
D004997,L086059,C086059,2022-04-16,65483,Other,Partial,0,No
D004998,L005283,C005283,2023-06-22,16718,Other,Partial,45578,Yes
D004999,L003136,C003136,2022-06-11,7127,Job Loss,None,0,No
D005000,L026535,C026535,2023-05-01,50949,Medical Emergency,None,0,No
D005001,L045065,C045065,2022-10-12,20645,Other,Full,0,No
D005002,L082069,C082069,2023-05-22,46399,Job Loss,None,0,No
D005003,L020693,C020693,2021-08-22,7528,Business Failure,None,0,No
D005004,L058884,C058884,2024-11-07,84268,Other,Partial,0,Yes
D005005,L070195,C070195,2022-08-14,18716,Medical Emergency,None,0,Yes
D005006,L012026,C012026,2021-02-03,27588,Business Failure,None,35215,No
D005007,L041487,C041487,2021-09-24,73524,Medical Emergency,None,29585,Yes
D005008,L008360,C008360,2022-05-16,53525,Medical Emergency,None,37533,No
D005009,L072946,C072946,2024-08-02,21663,Business Failure,Partial,29698,No
D005010,L071658,C071658,2021-12-18,15082,Medical Emergency,Partial,0,No
D005011,L070295,C070295,2024-03-08,33067,Business Failure,Full,0,Yes
D005012,L031972,C031972,2024-10-19,7150,Other,Full,28715,Yes
D005013,L076475,C076475,2023-04-15,67894,Job Loss,Full,0,Yes
D005014,L061409,C061409,2021-06-04,44338,Business Failure,Partial,0,No
D005015,L064274,C064274,2023-06-28,37847,Other,Partial,22214,Yes
D005016,L020038,C020038,2021-01-06,94018,Medical Emergency,Partial,0,No
D005017,L082415,C082415,2023-11-16,25549,Job Loss,None,0,Yes
D005018,L059886,C059886,2024-02-07,91140,Other,Partial,0,No
D005019,L040891,C040891,2023-11-03,65380,Medical Emergency,Partial,0,Yes
D005020,L029726,C029726,2023-04-20,72058,Job Loss,Full,0,Yes
D005021,L059007,C059007,2021-06-29,94426,Other,Full,0,No
D005022,L012354,C012354,2023-06-21,98953,Other,Full,20967,No
D005023,L028962,C028962,2022-04-01,32693,Other,None,6292,No
D005024,L083080,C083080,2021-04-16,16754,Medical Emergency,Partial,0,Yes
D005025,L039297,C039297,2021-06-15,82692,Job Loss,Partial,0,No
D005026,L040818,C040818,2023-09-21,99909,Medical Emergency,None,0,Yes
D005027,L008231,C008231,2021-05-17,15722,Medical Emergency,Partial,0,No
D005028,L062515,C062515,2023-11-08,58521,Job Loss,None,36830,No
D005029,L068741,C068741,2022-07-08,9806,Business Failure,None,32942,No
D005030,L018249,C018249,2023-05-07,78847,Business Failure,None,29026,No
D005031,L089442,C089442,2023-04-13,49696,Other,Full,38180,No
D005032,L036551,C036551,2021-02-01,59888,Business Failure,Partial,0,No
D005033,L068473,C068473,2021-08-28,80048,Other,Full,43322,Yes
D005034,L016429,C016429,2022-01-28,12511,Medical Emergency,Partial,24754,No
D005035,L072179,C072179,2023-10-12,68947,Other,Full,27312,Yes
D005036,L048581,C048581,2021-07-24,64511,Business Failure,Full,0,Yes
D005037,L089547,C089547,2021-09-17,52203,Other,Partial,1991,No
D005038,L069463,C069463,2024-03-24,90593,Job Loss,Full,0,No
D005039,L039307,C039307,2023-06-22,16481,Medical Emergency,Partial,0,No
D005040,L005226,C005226,2024-07-09,15904,Other,Full,21134,No
D005041,L063200,C063200,2022-03-13,55925,Job Loss,Partial,0,Yes
D005042,L043575,C043575,2021-04-15,51492,Other,None,5376,Yes
D005043,L061209,C061209,2022-10-20,86755,Medical Emergency,Full,0,Yes
D005044,L024352,C024352,2024-07-11,63761,Medical Emergency,None,0,Yes
D005045,L045189,C045189,2023-10-14,79581,Business Failure,Full,17648,No
D005046,L037937,C037937,2021-11-17,56270,Medical Emergency,Partial,24935,No
D005047,L088015,C088015,2022-02-28,80511,Other,Full,0,Yes
D005048,L023076,C023076,2022-01-06,35506,Job Loss,Full,0,Yes
D005049,L024349,C024349,2023-09-09,73403,Business Failure,Full,0,No
D005050,L029097,C029097,2021-02-24,69721,Job Loss,None,0,Yes
D005051,L057744,C057744,2024-05-13,84115,Business Failure,Partial,29321,Yes
D005052,L027319,C027319,2021-12-21,26400,Medical Emergency,None,5041,Yes
D005053,L053413,C053413,2022-06-21,41970,Business Failure,Full,0,Yes
D005054,L059517,C059517,2021-10-08,97658,Medical Emergency,Partial,12924,No
D005055,L052542,C052542,2021-03-23,59339,Other,Full,21980,Yes
D005056,L040646,C040646,2023-03-28,11303,Business Failure,Full,0,No
D005057,L045854,C045854,2022-08-10,33540,Business Failure,Partial,0,Yes
D005058,L041271,C041271,2024-09-30,40485,Business Failure,Full,16998,No
D005059,L015810,C015810,2023-08-09,93446,Other,Full,46452,Yes
D005060,L010067,C010067,2021-01-27,43769,Medical Emergency,Full,0,No
D005061,L013306,C013306,2021-10-17,50190,Other,None,0,No
D005062,L035455,C035455,2021-04-01,6747,Other,Partial,0,Yes
D005063,L078604,C078604,2022-10-14,84016,Job Loss,Partial,0,No
D005064,L010177,C010177,2023-12-29,11273,Other,Partial,39162,Yes
D005065,L052995,C052995,2021-11-11,61925,Other,None,0,No
D005066,L011758,C011758,2022-05-06,99152,Medical Emergency,None,0,Yes
D005067,L055032,C055032,2024-02-04,83354,Job Loss,None,28011,Yes
D005068,L080060,C080060,2021-01-21,27948,Business Failure,Partial,39915,Yes
D005069,L017346,C017346,2021-11-26,30886,Other,Full,47129,Yes
D005070,L079104,C079104,2022-02-23,9242,Medical Emergency,Full,0,No
D005071,L080001,C080001,2021-06-10,76580,Business Failure,None,11369,No
D005072,L035305,C035305,2022-12-16,13393,Business Failure,Partial,35774,Yes
D005073,L064441,C064441,2023-08-31,55081,Job Loss,Partial,15926,Yes
D005074,L012456,C012456,2022-03-05,51113,Medical Emergency,Partial,12996,No
D005075,L080637,C080637,2024-09-03,26414,Medical Emergency,Full,45943,Yes
D005076,L037606,C037606,2021-08-30,36238,Job Loss,Partial,0,Yes
D005077,L079287,C079287,2024-01-23,62688,Business Failure,None,44802,Yes
D005078,L062603,C062603,2024-04-21,9151,Other,None,19356,Yes
D005079,L044672,C044672,2022-07-29,76599,Medical Emergency,Full,40072,No
D005080,L066372,C066372,2022-07-07,43320,Job Loss,Full,15294,Yes
D005081,L043712,C043712,2024-10-18,87256,Other,Full,0,No
D005082,L040816,C040816,2023-11-11,46726,Job Loss,None,35540,Yes
D005083,L042317,C042317,2021-08-16,22237,Business Failure,Full,0,No
D005084,L030126,C030126,2023-01-18,76253,Medical Emergency,Full,4538,Yes
D005085,L050967,C050967,2021-07-29,73035,Other,None,24698,Yes
D005086,L042778,C042778,2024-01-14,9607,Job Loss,Partial,0,Yes
D005087,L039841,C039841,2021-12-12,30233,Medical Emergency,None,7735,No
D005088,L024199,C024199,2023-01-12,72785,Medical Emergency,Partial,0,No
D005089,L023831,C023831,2022-01-08,93212,Medical Emergency,Partial,22827,No
D005090,L010268,C010268,2024-06-18,77106,Job Loss,Full,0,No
D005091,L038311,C038311,2021-08-14,36156,Other,Partial,0,No
D005092,L089621,C089621,2022-12-16,59814,Business Failure,Partial,0,No
D005093,L070834,C070834,2021-10-05,36389,Business Failure,Partial,21236,Yes
D005094,L015085,C015085,2024-04-03,10126,Business Failure,Partial,0,No
D005095,L058837,C058837,2024-11-19,78942,Medical Emergency,Partial,0,No
D005096,L050803,C050803,2023-07-28,19807,Other,Full,6207,Yes
D005097,L031226,C031226,2023-06-28,68514,Medical Emergency,None,48383,No
D005098,L019423,C019423,2023-10-19,55355,Medical Emergency,Full,49246,Yes
D005099,L057311,C057311,2024-12-07,67729,Other,Partial,45445,No
D005100,L063731,C063731,2022-04-08,29090,Business Failure,Partial,31895,Yes
D005101,L042742,C042742,2021-07-22,81219,Other,Full,0,Yes
D005102,L009393,C009393,2021-01-16,37684,Job Loss,Partial,0,Yes
D005103,L026481,C026481,2022-04-03,91605,Job Loss,Partial,10804,Yes
D005104,L067299,C067299,2024-03-03,68562,Business Failure,None,45669,Yes
D005105,L063710,C063710,2024-12-02,29383,Business Failure,Full,1001,No
D005106,L077956,C077956,2024-07-31,74468,Medical Emergency,Full,0,No
D005107,L018743,C018743,2024-04-11,31198,Other,Partial,0,No
D005108,L030236,C030236,2024-08-06,23740,Other,Full,0,No
D005109,L036430,C036430,2023-03-23,12276,Job Loss,None,0,No
D005110,L064038,C064038,2021-02-06,44265,Business Failure,Full,0,No
D005111,L013011,C013011,2023-11-29,18097,Business Failure,None,0,Yes
D005112,L004521,C004521,2024-11-28,34844,Business Failure,None,8071,No
D005113,L046300,C046300,2024-02-26,86909,Medical Emergency,Partial,0,Yes
D005114,L050716,C050716,2024-09-02,54662,Medical Emergency,Partial,31507,Yes
D005115,L000050,C000050,2023-11-14,28774,Business Failure,Partial,23114,No
D005116,L053651,C053651,2023-10-29,58599,Business Failure,Partial,31553,Yes
D005117,L000210,C000210,2024-04-07,39390,Other,None,22597,No
D005118,L040498,C040498,2024-03-26,77411,Job Loss,Partial,0,No
D005119,L051445,C051445,2024-02-13,15273,Other,Partial,0,Yes
D005120,L087444,C087444,2023-06-01,58630,Business Failure,None,0,Yes
D005121,L065702,C065702,2022-09-06,45871,Business Failure,Partial,47587,Yes
D005122,L065924,C065924,2021-04-06,26002,Medical Emergency,None,0,Yes
D005123,L046029,C046029,2023-08-23,94954,Medical Emergency,None,0,Yes
D005124,L037312,C037312,2023-04-21,42057,Business Failure,Full,45328,No
D005125,L036320,C036320,2022-02-07,71731,Other,Partial,0,No
D005126,L031146,C031146,2021-01-25,83270,Other,None,19396,Yes
D005127,L016717,C016717,2023-11-26,66413,Medical Emergency,Full,0,Yes
D005128,L014690,C014690,2022-06-07,62712,Medical Emergency,Full,0,No
D005129,L018891,C018891,2023-06-20,59973,Job Loss,Full,0,Yes
D005130,L019353,C019353,2021-03-04,88192,Other,Partial,0,No
D005131,L001680,C001680,2021-02-23,33552,Medical Emergency,None,0,No
D005132,L006190,C006190,2022-04-14,23405,Business Failure,None,33272,No
D005133,L070287,C070287,2022-12-18,16641,Other,Partial,0,Yes
D005134,L039243,C039243,2021-06-06,70288,Medical Emergency,None,0,Yes
D005135,L026810,C026810,2022-09-06,57939,Business Failure,None,0,Yes
D005136,L030201,C030201,2021-06-05,82623,Job Loss,None,0,No
D005137,L024560,C024560,2024-01-20,92064,Other,Partial,0,Yes
D005138,L077619,C077619,2021-03-21,20063,Business Failure,None,0,Yes
D005139,L052467,C052467,2021-08-19,24477,Other,None,0,No
D005140,L067111,C067111,2024-12-15,81707,Other,Full,0,No
D005141,L014323,C014323,2023-08-22,95697,Other,Full,31359,Yes
D005142,L026593,C026593,2022-10-15,66473,Job Loss,Full,0,Yes
D005143,L073944,C073944,2024-02-16,96347,Business Failure,None,0,Yes
D005144,L076688,C076688,2022-05-01,42828,Business Failure,None,27063,No
D005145,L033527,C033527,2024-12-04,81771,Job Loss,None,0,Yes
D005146,L008114,C008114,2022-11-16,90717,Other,None,35159,Yes
D005147,L067225,C067225,2022-09-19,25189,Medical Emergency,Partial,0,No
D005148,L040841,C040841,2022-07-09,83910,Medical Emergency,Full,9318,Yes
D005149,L041147,C041147,2022-03-02,61916,Other,None,0,No
D005150,L024172,C024172,2022-09-30,31243,Job Loss,Partial,0,No
D005151,L033878,C033878,2022-05-07,47810,Medical Emergency,None,32230,No
D005152,L006988,C006988,2023-11-21,69203,Other,Full,42040,No
D005153,L074771,C074771,2022-02-12,83464,Job Loss,None,0,No
D005154,L073237,C073237,2022-02-28,16756,Business Failure,None,0,No
D005155,L070511,C070511,2022-04-12,50370,Medical Emergency,Partial,0,No
D005156,L013039,C013039,2022-07-06,85250,Medical Emergency,Partial,0,Yes
D005157,L036167,C036167,2021-05-04,89960,Business Failure,Full,0,Yes
D005158,L048007,C048007,2023-05-21,6768,Job Loss,None,21509,Yes
D005159,L024397,C024397,2023-05-21,41459,Job Loss,None,0,No
D005160,L032079,C032079,2024-08-28,55915,Medical Emergency,Full,0,Yes
D005161,L013037,C013037,2022-01-28,7493,Job Loss,None,0,Yes
D005162,L007329,C007329,2022-11-05,33216,Medical Emergency,Partial,0,Yes
D005163,L026260,C026260,2021-06-14,81105,Business Failure,None,0,Yes
D005164,L022086,C022086,2022-12-07,75791,Business Failure,Partial,27207,Yes
D005165,L041181,C041181,2024-08-06,43634,Business Failure,None,22721,Yes
D005166,L022781,C022781,2022-09-30,69865,Business Failure,None,0,No
D005167,L063386,C063386,2024-07-13,83931,Business Failure,Full,0,Yes
D005168,L028957,C028957,2022-05-09,12635,Medical Emergency,Full,41161,Yes
D005169,L064161,C064161,2024-03-11,79818,Business Failure,Partial,0,Yes
D005170,L031754,C031754,2022-03-14,31984,Medical Emergency,Partial,46374,Yes
D005171,L063649,C063649,2023-11-05,17316,Business Failure,None,31300,Yes
D005172,L089876,C089876,2023-10-12,66892,Medical Emergency,None,2379,Yes
D005173,L076661,C076661,2022-10-10,51112,Medical Emergency,Partial,18950,No
D005174,L080543,C080543,2024-10-12,61413,Medical Emergency,None,1247,No
D005175,L018755,C018755,2024-03-25,53513,Business Failure,Full,0,Yes
D005176,L007107,C007107,2021-10-15,34239,Medical Emergency,Full,27341,No
D005177,L029343,C029343,2021-10-16,31880,Business Failure,Full,1585,No
D005178,L079671,C079671,2023-08-21,12656,Medical Emergency,None,0,No
D005179,L012603,C012603,2024-12-10,46555,Medical Emergency,Partial,27288,No
D005180,L076919,C076919,2021-03-02,97734,Business Failure,None,0,No
D005181,L088472,C088472,2023-07-29,99675,Medical Emergency,Full,49922,Yes
D005182,L028916,C028916,2022-02-02,18048,Other,Partial,0,Yes
D005183,L068218,C068218,2024-11-10,60775,Medical Emergency,None,41092,Yes
D005184,L027408,C027408,2022-04-02,94328,Business Failure,Partial,49989,No
D005185,L046916,C046916,2021-12-27,72641,Medical Emergency,Full,49065,Yes
D005186,L003174,C003174,2022-08-29,66608,Job Loss,Full,0,No
D005187,L006261,C006261,2021-12-23,67063,Other,Full,20482,Yes
D005188,L037193,C037193,2021-10-27,20422,Business Failure,Partial,35111,Yes
D005189,L070017,C070017,2021-09-08,98480,Job Loss,Partial,0,No
D005190,L022701,C022701,2023-02-22,25150,Medical Emergency,Full,15941,Yes
D005191,L046649,C046649,2023-08-25,41903,Other,Full,46975,No
D005192,L002897,C002897,2021-09-18,18994,Job Loss,None,0,No
D005193,L077830,C077830,2024-03-08,19219,Other,None,33615,No
D005194,L044263,C044263,2021-03-15,86269,Other,Full,0,Yes
D005195,L041871,C041871,2023-06-26,13219,Business Failure,Full,0,No
D005196,L022945,C022945,2023-12-06,8869,Other,None,25233,Yes
D005197,L040665,C040665,2022-12-19,97193,Other,Full,9644,Yes
D005198,L021555,C021555,2023-04-26,39302,Job Loss,Partial,16808,No
D005199,L060283,C060283,2024-05-29,7338,Medical Emergency,None,0,No
D005200,L080404,C080404,2021-12-01,55828,Other,None,0,Yes
D005201,L022327,C022327,2024-08-20,53306,Medical Emergency,None,10797,Yes
D005202,L086602,C086602,2023-02-11,26272,Business Failure,Full,45408,Yes
D005203,L007145,C007145,2021-04-24,24329,Other,None,15377,No
D005204,L009138,C009138,2023-04-01,45021,Job Loss,Full,14564,Yes
D005205,L036616,C036616,2024-11-20,68742,Business Failure,Partial,0,Yes
D005206,L039194,C039194,2021-07-04,83416,Job Loss,Full,0,No
D005207,L055735,C055735,2024-08-20,44615,Job Loss,Partial,32466,No
D005208,L009704,C009704,2023-08-23,62700,Job Loss,Partial,4728,Yes
D005209,L069140,C069140,2023-01-17,68303,Other,Partial,13157,No
D005210,L004135,C004135,2023-05-08,79660,Medical Emergency,Full,0,Yes
D005211,L089706,C089706,2021-09-15,98604,Other,None,30186,No
D005212,L039110,C039110,2024-10-08,36832,Business Failure,Full,0,No
D005213,L087538,C087538,2023-11-29,47051,Medical Emergency,None,11698,No
D005214,L034600,C034600,2021-12-07,33797,Medical Emergency,None,0,Yes
D005215,L069582,C069582,2021-10-16,69485,Other,None,37067,Yes
D005216,L086069,C086069,2021-12-08,27069,Other,None,0,Yes
D005217,L077383,C077383,2022-01-09,80902,Medical Emergency,Full,46254,Yes
D005218,L041759,C041759,2022-01-13,79019,Business Failure,None,0,No
D005219,L042899,C042899,2023-12-20,28477,Other,Partial,0,No
D005220,L052153,C052153,2024-05-07,62352,Medical Emergency,Full,34284,No
D005221,L018382,C018382,2022-09-30,51924,Other,Partial,47950,Yes
D005222,L036368,C036368,2021-10-03,6661,Job Loss,Partial,0,Yes
D005223,L015176,C015176,2022-09-27,73502,Business Failure,None,0,Yes
D005224,L088756,C088756,2023-08-12,96060,Other,Partial,42913,No
D005225,L062829,C062829,2022-04-03,12336,Other,Partial,0,No
D005226,L065690,C065690,2022-11-17,72409,Business Failure,None,0,Yes
D005227,L008109,C008109,2024-08-30,19249,Other,Full,0,No
D005228,L068524,C068524,2023-04-22,25393,Business Failure,Full,0,Yes
